1, 1, 0.000146925 
1, 2, 0.000271375 
1, 4, 0.000442807 
1, 6, 0.000150531 
1, 8, 0.000350909 
2, 1, 0.000147162 
2, 2, 0.000149703 
2, 4, 0.000281105 
2, 6, 0.000293133 
2, 8, 0.000244389 
4, 1, 0.000219878 
4, 2, 0.000220058 
4, 4, 0.000300095 
4, 6, 0.000287924 
4, 8, 0.000378222 
6, 1, 0.000230015 
6, 2, 0.00022138 
6, 4, 0.000413992 
6, 6, 0.000426843 
6, 8, 0.000419492 
8, 1, 0.000220119 
8, 2, 0.000281381 
8, 4, 0.000289622 
8, 6, 0.00047762 
8, 8, 0.000616371 
