1, 1, 7.4439 
1, 2, 5.9183 
1, 4, 7.3233 
1, 6, 8.305 
1, 8, 8.571 
2, 1, 1.6583 
2, 2, 6.5086 
2, 4, 9.096 
2, 6, 9.763 
2, 8, 9.992 
4, 1, 1.7069 
4, 2, 8.3541 
4, 4, 9.54 
4, 6, 9.986 
4, 8, 9.99 
6, 1, 7.5247 
6, 2, 9.0857 
6, 4, 9.396 
6, 6, 9.836 
6, 8, 9.609 
8, 1, 8.4494 
8, 2, 9.2725 
8, 4, 9.983 
8, 6, 9.874 
8, 8, 9.798 
